"","...1","VARIABLES","grade","subject","scores_diff"
"1096",366,"COVID-19 year * High income household",4,"spelling",0.0647
"1097",366,"COVID-19 year * High income household",4,"reading",0.0516
"1098",366,"COVID-19 year * High income household",4,"math",0.0186
"1099",367,"COVID-19 year * High income household",4,"spelling",0.0647
"1100",367,"COVID-19 year * High income household",4,"reading",0.033
"1101",367,"COVID-19 year * High income household",4,"math",0.0186
"1102",368,"COVID-19 year * High income household",4,"spelling",0.0647
"1103",368,"COVID-19 year * High income household",4,"reading",0.043
"1104",368,"COVID-19 year * High income household",4,"math",0.0186
"1105",369,"COVID-19 year * High income household",5,"spelling",0.00992
"1106",369,"COVID-19 year * High income household",5,"reading",0.00549
"1107",369,"COVID-19 year * High income household",5,"math",0.122
"1108",370,"COVID-19 year * High income household",5,"spelling",0.00992
"1109",370,"COVID-19 year * High income household",5,"reading",0.0516
"1110",370,"COVID-19 year * High income household",5,"math",0.122
"1111",371,"COVID-19 year * High income household",5,"spelling",0.00992
"1112",371,"COVID-19 year * High income household",5,"reading",0.033
"1113",371,"COVID-19 year * High income household",5,"math",0.122
"1114",372,"COVID-19 year * High income household",5,"spelling",0.00992
"1115",372,"COVID-19 year * High income household",5,"reading",0.043
"1116",372,"COVID-19 year * High income household",5,"math",0.122
"1117",373,"COVID-19 year * High income household",5,"spelling",0.00992
"1118",373,"COVID-19 year * High income household",5,"reading",0.00549
"1119",373,"COVID-19 year * High income household",5,"math",0.094
"1120",374,"COVID-19 year * High income household",5,"spelling",0.00992
"1121",374,"COVID-19 year * High income household",5,"reading",0.0516
"1122",374,"COVID-19 year * High income household",5,"math",0.094
"1123",375,"COVID-19 year * High income household",5,"spelling",0.00992
"1124",375,"COVID-19 year * High income household",5,"reading",0.033
"1125",375,"COVID-19 year * High income household",5,"math",0.094
"1126",376,"COVID-19 year * High income household",5,"spelling",0.00992
"1127",376,"COVID-19 year * High income household",5,"reading",0.043
"1128",376,"COVID-19 year * High income household",5,"math",0.094
"1129",377,"COVID-19 year * High income household",5,"spelling",0.00992
"1130",377,"COVID-19 year * High income household",5,"reading",0.00549
"1131",377,"COVID-19 year * High income household",5,"math",0.0441
"1132",378,"COVID-19 year * High income household",5,"spelling",0.00992
"1133",378,"COVID-19 year * High income household",5,"reading",0.0516
"1134",378,"COVID-19 year * High income household",5,"math",0.0441
"1135",379,"COVID-19 year * High income household",5,"spelling",0.00992
"1136",379,"COVID-19 year * High income household",5,"reading",0.033
"1137",379,"COVID-19 year * High income household",5,"math",0.0441
"1138",380,"COVID-19 year * High income household",5,"spelling",0.00992
"1139",380,"COVID-19 year * High income household",5,"reading",0.043
"1140",380,"COVID-19 year * High income household",5,"math",0.0441
"1141",381,"COVID-19 year * High income household",5,"spelling",0.00992
"1142",381,"COVID-19 year * High income household",5,"reading",0.00549
"1143",381,"COVID-19 year * High income household",5,"math",0.0186
"1144",382,"COVID-19 year * High income household",5,"spelling",0.00992
"1145",382,"COVID-19 year * High income household",5,"reading",0.0516
"1146",382,"COVID-19 year * High income household",5,"math",0.0186
"1147",383,"COVID-19 year * High income household",5,"spelling",0.00992
"1148",383,"COVID-19 year * High income household",5,"reading",0.033
"1149",383,"COVID-19 year * High income household",5,"math",0.0186
"1150",384,"COVID-19 year * High income household",5,"spelling",0.00992
"1151",384,"COVID-19 year * High income household",5,"reading",0.043
"1152",384,"COVID-19 year * High income household",5,"math",0.0186
"1153",385,"COVID-19 year * Household income missing",2,"spelling",0.035
"1154",385,"COVID-19 year * Household income missing",2,"reading",-0.0243
"1155",385,"COVID-19 year * Household income missing",2,"math",-0.0218
"1156",386,"COVID-19 year * Household income missing",2,"spelling",0.035
"1157",386,"COVID-19 year * Household income missing",2,"reading",0.0611
"1158",386,"COVID-19 year * Household income missing",2,"math",-0.0218
"1159",387,"COVID-19 year * Household income missing",2,"spelling",0.035
"1160",387,"COVID-19 year * Household income missing",2,"reading",-0.0627
"1161",387,"COVID-19 year * Household income missing",2,"math",-0.0218
"1162",388,"COVID-19 year * Household income missing",2,"spelling",0.035
"1163",388,"COVID-19 year * Household income missing",2,"reading",0.197
"1164",388,"COVID-19 year * Household income missing",2,"math",-0.0218
"1165",389,"COVID-19 year * Household income missing",2,"spelling",0.035
"1166",389,"COVID-19 year * Household income missing",2,"reading",-0.0243
"1167",389,"COVID-19 year * Household income missing",2,"math",0.0881
"1168",390,"COVID-19 year * Household income missing",2,"spelling",0.035
"1169",390,"COVID-19 year * Household income missing",2,"reading",0.0611
"1170",390,"COVID-19 year * Household income missing",2,"math",0.0881
"1171",391,"COVID-19 year * Household income missing",2,"spelling",0.035
"1172",391,"COVID-19 year * Household income missing",2,"reading",-0.0627
"1173",391,"COVID-19 year * Household income missing",2,"math",0.0881
"1174",392,"COVID-19 year * Household income missing",2,"spelling",0.035
"1175",392,"COVID-19 year * Household income missing",2,"reading",0.197
"1176",392,"COVID-19 year * Household income missing",2,"math",0.0881
"1177",393,"COVID-19 year * Household income missing",2,"spelling",0.035
"1178",393,"COVID-19 year * Household income missing",2,"reading",-0.0243
"1179",393,"COVID-19 year * Household income missing",2,"math",0.0165
"1180",394,"COVID-19 year * Household income missing",2,"spelling",0.035
"1181",394,"COVID-19 year * Household income missing",2,"reading",0.0611
"1182",394,"COVID-19 year * Household income missing",2,"math",0.0165
"1183",395,"COVID-19 year * Household income missing",2,"spelling",0.035
"1184",395,"COVID-19 year * Household income missing",2,"reading",-0.0627
"1185",395,"COVID-19 year * Household income missing",2,"math",0.0165
"1186",396,"COVID-19 year * Household income missing",2,"spelling",0.035
"1187",396,"COVID-19 year * Household income missing",2,"reading",0.197
"1188",396,"COVID-19 year * Household income missing",2,"math",0.0165
"1189",397,"COVID-19 year * Household income missing",2,"spelling",0.035
"1190",397,"COVID-19 year * Household income missing",2,"reading",-0.0243
"1191",397,"COVID-19 year * Household income missing",2,"math",-0.0434
"1192",398,"COVID-19 year * Household income missing",2,"spelling",0.035
"1193",398,"COVID-19 year * Household income missing",2,"reading",0.0611
"1194",398,"COVID-19 year * Household income missing",2,"math",-0.0434
"1195",399,"COVID-19 year * Household income missing",2,"spelling",0.035
"1196",399,"COVID-19 year * Household income missing",2,"reading",-0.0627
"1197",399,"COVID-19 year * Household income missing",2,"math",-0.0434
"1198",400,"COVID-19 year * Household income missing",2,"spelling",0.035
"1199",400,"COVID-19 year * Household income missing",2,"reading",0.197
"1200",400,"COVID-19 year * Household income missing",2,"math",-0.0434
"1201",401,"COVID-19 year * Household income missing",3,"spelling",0.159
"1202",401,"COVID-19 year * Household income missing",3,"reading",-0.0243
"1203",401,"COVID-19 year * Household income missing",3,"math",-0.0218
"1204",402,"COVID-19 year * Household income missing",3,"spelling",0.159
"1205",402,"COVID-19 year * Household income missing",3,"reading",0.0611
"1206",402,"COVID-19 year * Household income missing",3,"math",-0.0218
"1207",403,"COVID-19 year * Household income missing",3,"spelling",0.159
"1208",403,"COVID-19 year * Household income missing",3,"reading",-0.0627
"1209",403,"COVID-19 year * Household income missing",3,"math",-0.0218
"1210",404,"COVID-19 year * Household income missing",3,"spelling",0.159
"1211",404,"COVID-19 year * Household income missing",3,"reading",0.197
"1212",404,"COVID-19 year * Household income missing",3,"math",-0.0218
"1213",405,"COVID-19 year * Household income missing",3,"spelling",0.159
"1214",405,"COVID-19 year * Household income missing",3,"reading",-0.0243
"1215",405,"COVID-19 year * Household income missing",3,"math",0.0881
"1216",406,"COVID-19 year * Household income missing",3,"spelling",0.159
"1217",406,"COVID-19 year * Household income missing",3,"reading",0.0611
"1218",406,"COVID-19 year * Household income missing",3,"math",0.0881
"1219",407,"COVID-19 year * Household income missing",3,"spelling",0.159
"1220",407,"COVID-19 year * Household income missing",3,"reading",-0.0627
"1221",407,"COVID-19 year * Household income missing",3,"math",0.0881
"1222",408,"COVID-19 year * Household income missing",3,"spelling",0.159
"1223",408,"COVID-19 year * Household income missing",3,"reading",0.197
"1224",408,"COVID-19 year * Household income missing",3,"math",0.0881
"1225",409,"COVID-19 year * Household income missing",3,"spelling",0.159
"1226",409,"COVID-19 year * Household income missing",3,"reading",-0.0243
"1227",409,"COVID-19 year * Household income missing",3,"math",0.0165
"1228",410,"COVID-19 year * Household income missing",3,"spelling",0.159
"1229",410,"COVID-19 year * Household income missing",3,"reading",0.0611
"1230",410,"COVID-19 year * Household income missing",3,"math",0.0165
"1231",411,"COVID-19 year * Household income missing",3,"spelling",0.159
"1232",411,"COVID-19 year * Household income missing",3,"reading",-0.0627
"1233",411,"COVID-19 year * Household income missing",3,"math",0.0165
"1234",412,"COVID-19 year * Household income missing",3,"spelling",0.159
"1235",412,"COVID-19 year * Household income missing",3,"reading",0.197
"1236",412,"COVID-19 year * Household income missing",3,"math",0.0165
"1237",413,"COVID-19 year * Household income missing",3,"spelling",0.159
"1238",413,"COVID-19 year * Household income missing",3,"reading",-0.0243
"1239",413,"COVID-19 year * Household income missing",3,"math",-0.0434
"1240",414,"COVID-19 year * Household income missing",3,"spelling",0.159
"1241",414,"COVID-19 year * Household income missing",3,"reading",0.0611
"1242",414,"COVID-19 year * Household income missing",3,"math",-0.0434
"1243",415,"COVID-19 year * Household income missing",3,"spelling",0.159
"1244",415,"COVID-19 year * Household income missing",3,"reading",-0.0627
"1245",415,"COVID-19 year * Household income missing",3,"math",-0.0434
"1246",416,"COVID-19 year * Household income missing",3,"spelling",0.159
"1247",416,"COVID-19 year * Household income missing",3,"reading",0.197
"1248",416,"COVID-19 year * Household income missing",3,"math",-0.0434
"1249",417,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1250",417,"COVID-19 year * Household income missing",4,"reading",-0.0243
"1251",417,"COVID-19 year * Household income missing",4,"math",-0.0218
"1252",418,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1253",418,"COVID-19 year * Household income missing",4,"reading",0.0611
"1254",418,"COVID-19 year * Household income missing",4,"math",-0.0218
"1255",419,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1256",419,"COVID-19 year * Household income missing",4,"reading",-0.0627
"1257",419,"COVID-19 year * Household income missing",4,"math",-0.0218
"1258",420,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1259",420,"COVID-19 year * Household income missing",4,"reading",0.197
"1260",420,"COVID-19 year * Household income missing",4,"math",-0.0218
"1261",421,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1262",421,"COVID-19 year * Household income missing",4,"reading",-0.0243
"1263",421,"COVID-19 year * Household income missing",4,"math",0.0881
"1264",422,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1265",422,"COVID-19 year * Household income missing",4,"reading",0.0611
"1266",422,"COVID-19 year * Household income missing",4,"math",0.0881
"1267",423,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1268",423,"COVID-19 year * Household income missing",4,"reading",-0.0627
"1269",423,"COVID-19 year * Household income missing",4,"math",0.0881
"1270",424,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1271",424,"COVID-19 year * Household income missing",4,"reading",0.197
"1272",424,"COVID-19 year * Household income missing",4,"math",0.0881
"1273",425,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1274",425,"COVID-19 year * Household income missing",4,"reading",-0.0243
"1275",425,"COVID-19 year * Household income missing",4,"math",0.0165
"1276",426,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1277",426,"COVID-19 year * Household income missing",4,"reading",0.0611
"1278",426,"COVID-19 year * Household income missing",4,"math",0.0165
"1279",427,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1280",427,"COVID-19 year * Household income missing",4,"reading",-0.0627
"1281",427,"COVID-19 year * Household income missing",4,"math",0.0165
"1282",428,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1283",428,"COVID-19 year * Household income missing",4,"reading",0.197
"1284",428,"COVID-19 year * Household income missing",4,"math",0.0165
"1285",429,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1286",429,"COVID-19 year * Household income missing",4,"reading",-0.0243
"1287",429,"COVID-19 year * Household income missing",4,"math",-0.0434
"1288",430,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1289",430,"COVID-19 year * Household income missing",4,"reading",0.0611
"1290",430,"COVID-19 year * Household income missing",4,"math",-0.0434
"1291",431,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1292",431,"COVID-19 year * Household income missing",4,"reading",-0.0627
"1293",431,"COVID-19 year * Household income missing",4,"math",-0.0434
"1294",432,"COVID-19 year * Household income missing",4,"spelling",-0.018
"1295",432,"COVID-19 year * Household income missing",4,"reading",0.197
"1296",432,"COVID-19 year * Household income missing",4,"math",-0.0434
"1297",433,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1298",433,"COVID-19 year * Household income missing",5,"reading",-0.0243
"1299",433,"COVID-19 year * Household income missing",5,"math",-0.0218
"1300",434,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1301",434,"COVID-19 year * Household income missing",5,"reading",0.0611
"1302",434,"COVID-19 year * Household income missing",5,"math",-0.0218
"1303",435,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1304",435,"COVID-19 year * Household income missing",5,"reading",-0.0627
"1305",435,"COVID-19 year * Household income missing",5,"math",-0.0218
"1306",436,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1307",436,"COVID-19 year * Household income missing",5,"reading",0.197
"1308",436,"COVID-19 year * Household income missing",5,"math",-0.0218
"1309",437,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1310",437,"COVID-19 year * Household income missing",5,"reading",-0.0243
"1311",437,"COVID-19 year * Household income missing",5,"math",0.0881
"1312",438,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1313",438,"COVID-19 year * Household income missing",5,"reading",0.0611
"1314",438,"COVID-19 year * Household income missing",5,"math",0.0881
"1315",439,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1316",439,"COVID-19 year * Household income missing",5,"reading",-0.0627
"1317",439,"COVID-19 year * Household income missing",5,"math",0.0881
"1318",440,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1319",440,"COVID-19 year * Household income missing",5,"reading",0.197
"1320",440,"COVID-19 year * Household income missing",5,"math",0.0881
"1321",441,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1322",441,"COVID-19 year * Household income missing",5,"reading",-0.0243
"1323",441,"COVID-19 year * Household income missing",5,"math",0.0165
"1324",442,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1325",442,"COVID-19 year * Household income missing",5,"reading",0.0611
"1326",442,"COVID-19 year * Household income missing",5,"math",0.0165
"1327",443,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1328",443,"COVID-19 year * Household income missing",5,"reading",-0.0627
"1329",443,"COVID-19 year * Household income missing",5,"math",0.0165
"1330",444,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1331",444,"COVID-19 year * Household income missing",5,"reading",0.197
"1332",444,"COVID-19 year * Household income missing",5,"math",0.0165
"1333",445,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1334",445,"COVID-19 year * Household income missing",5,"reading",-0.0243
"1335",445,"COVID-19 year * Household income missing",5,"math",-0.0434
"1336",446,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1337",446,"COVID-19 year * Household income missing",5,"reading",0.0611
"1338",446,"COVID-19 year * Household income missing",5,"math",-0.0434
"1339",447,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1340",447,"COVID-19 year * Household income missing",5,"reading",-0.0627
"1341",447,"COVID-19 year * Household income missing",5,"math",-0.0434
"1342",448,"COVID-19 year * Household income missing",5,"spelling",-0.19
"1343",448,"COVID-19 year * Household income missing",5,"reading",0.197
"1344",448,"COVID-19 year * Household income missing",5,"math",-0.0434
"1345",449,"Medium",2,"spelling",-0.018
"1346",449,"Medium",2,"reading",0.00413
"1347",449,"Medium",2,"math",-0.0106
"1348",450,"Medium",2,"spelling",-0.018
"1349",450,"Medium",2,"reading",0.0461
"1350",450,"Medium",2,"math",-0.0106
"1351",451,"Medium",2,"spelling",-0.018
"1352",451,"Medium",2,"reading",0.0362
"1353",451,"Medium",2,"math",-0.0106
"1354",452,"Medium",2,"spelling",-0.018
"1355",452,"Medium",2,"reading",0.0209
"1356",452,"Medium",2,"math",-0.0106
"1357",453,"Medium",2,"spelling",-0.018
"1358",453,"Medium",2,"reading",0.00413
"1359",453,"Medium",2,"math",-0.0249
"1360",454,"Medium",2,"spelling",-0.018
"1361",454,"Medium",2,"reading",0.0461
"1362",454,"Medium",2,"math",-0.0249
"1363",455,"Medium",2,"spelling",-0.018
"1364",455,"Medium",2,"reading",0.0362
"1365",455,"Medium",2,"math",-0.0249
"1366",456,"Medium",2,"spelling",-0.018
"1367",456,"Medium",2,"reading",0.0209
"1368",456,"Medium",2,"math",-0.0249
"1369",457,"Medium",2,"spelling",-0.018
"1370",457,"Medium",2,"reading",0.00413
"1371",457,"Medium",2,"math",0.00206
"1372",458,"Medium",2,"spelling",-0.018
"1373",458,"Medium",2,"reading",0.0461
"1374",458,"Medium",2,"math",0.00206
"1375",459,"Medium",2,"spelling",-0.018
"1376",459,"Medium",2,"reading",0.0362
"1377",459,"Medium",2,"math",0.00206
"1378",460,"Medium",2,"spelling",-0.018
"1379",460,"Medium",2,"reading",0.0209
"1380",460,"Medium",2,"math",0.00206
"1381",461,"Medium",2,"spelling",-0.018
"1382",461,"Medium",2,"reading",0.00413
"1383",461,"Medium",2,"math",0.00977
"1384",462,"Medium",2,"spelling",-0.018
"1385",462,"Medium",2,"reading",0.0461
"1386",462,"Medium",2,"math",0.00977
"1387",463,"Medium",2,"spelling",-0.018
"1388",463,"Medium",2,"reading",0.0362
"1389",463,"Medium",2,"math",0.00977
"1390",464,"Medium",2,"spelling",-0.018
"1391",464,"Medium",2,"reading",0.0209
"1392",464,"Medium",2,"math",0.00977
"1393",465,"Medium",3,"spelling",0.0156
"1394",465,"Medium",3,"reading",0.00413
"1395",465,"Medium",3,"math",-0.0106
"1396",466,"Medium",3,"spelling",0.0156
"1397",466,"Medium",3,"reading",0.0461
"1398",466,"Medium",3,"math",-0.0106
"1399",467,"Medium",3,"spelling",0.0156
"1400",467,"Medium",3,"reading",0.0362
"1401",467,"Medium",3,"math",-0.0106
"1402",468,"Medium",3,"spelling",0.0156
"1403",468,"Medium",3,"reading",0.0209
"1404",468,"Medium",3,"math",-0.0106
"1405",469,"Medium",3,"spelling",0.0156
"1406",469,"Medium",3,"reading",0.00413
"1407",469,"Medium",3,"math",-0.0249
"1408",470,"Medium",3,"spelling",0.0156
"1409",470,"Medium",3,"reading",0.0461
"1410",470,"Medium",3,"math",-0.0249
"1411",471,"Medium",3,"spelling",0.0156
"1412",471,"Medium",3,"reading",0.0362
"1413",471,"Medium",3,"math",-0.0249
"1414",472,"Medium",3,"spelling",0.0156
"1415",472,"Medium",3,"reading",0.0209
"1416",472,"Medium",3,"math",-0.0249
"1417",473,"Medium",3,"spelling",0.0156
"1418",473,"Medium",3,"reading",0.00413
"1419",473,"Medium",3,"math",0.00206
"1420",474,"Medium",3,"spelling",0.0156
"1421",474,"Medium",3,"reading",0.0461
"1422",474,"Medium",3,"math",0.00206
"1423",475,"Medium",3,"spelling",0.0156
"1424",475,"Medium",3,"reading",0.0362
"1425",475,"Medium",3,"math",0.00206
"1426",476,"Medium",3,"spelling",0.0156
"1427",476,"Medium",3,"reading",0.0209
"1428",476,"Medium",3,"math",0.00206
"1429",477,"Medium",3,"spelling",0.0156
"1430",477,"Medium",3,"reading",0.00413
"1431",477,"Medium",3,"math",0.00977
"1432",478,"Medium",3,"spelling",0.0156
"1433",478,"Medium",3,"reading",0.0461
"1434",478,"Medium",3,"math",0.00977
"1435",479,"Medium",3,"spelling",0.0156
"1436",479,"Medium",3,"reading",0.0362
"1437",479,"Medium",3,"math",0.00977
"1438",480,"Medium",3,"spelling",0.0156
"1439",480,"Medium",3,"reading",0.0209
"1440",480,"Medium",3,"math",0.00977
"1441",481,"Medium",4,"spelling",-0.016
"1442",481,"Medium",4,"reading",0.00413
"1443",481,"Medium",4,"math",-0.0106
"1444",482,"Medium",4,"spelling",-0.016
"1445",482,"Medium",4,"reading",0.0461
"1446",482,"Medium",4,"math",-0.0106
"1447",483,"Medium",4,"spelling",-0.016
"1448",483,"Medium",4,"reading",0.0362
"1449",483,"Medium",4,"math",-0.0106
"1450",484,"Medium",4,"spelling",-0.016
"1451",484,"Medium",4,"reading",0.0209
"1452",484,"Medium",4,"math",-0.0106
"1453",485,"Medium",4,"spelling",-0.016
"1454",485,"Medium",4,"reading",0.00413
"1455",485,"Medium",4,"math",-0.0249
"1456",486,"Medium",4,"spelling",-0.016
"1457",486,"Medium",4,"reading",0.0461
"1458",486,"Medium",4,"math",-0.0249
"1459",487,"Medium",4,"spelling",-0.016
"1460",487,"Medium",4,"reading",0.0362
"1461",487,"Medium",4,"math",-0.0249
"1462",488,"Medium",4,"spelling",-0.016
"1463",488,"Medium",4,"reading",0.0209
"1464",488,"Medium",4,"math",-0.0249
"1465",489,"Medium",4,"spelling",-0.016
"1466",489,"Medium",4,"reading",0.00413
"1467",489,"Medium",4,"math",0.00206
"1468",490,"Medium",4,"spelling",-0.016
"1469",490,"Medium",4,"reading",0.0461
"1470",490,"Medium",4,"math",0.00206
"1471",491,"Medium",4,"spelling",-0.016
"1472",491,"Medium",4,"reading",0.0362
"1473",491,"Medium",4,"math",0.00206
"1474",492,"Medium",4,"spelling",-0.016
"1475",492,"Medium",4,"reading",0.0209
"1476",492,"Medium",4,"math",0.00206
"1477",493,"Medium",4,"spelling",-0.016
"1478",493,"Medium",4,"reading",0.00413
"1479",493,"Medium",4,"math",0.00977
"1480",494,"Medium",4,"spelling",-0.016
"1481",494,"Medium",4,"reading",0.0461
"1482",494,"Medium",4,"math",0.00977
"1483",495,"Medium",4,"spelling",-0.016
"1484",495,"Medium",4,"reading",0.0362
"1485",495,"Medium",4,"math",0.00977
"1486",496,"Medium",4,"spelling",-0.016
"1487",496,"Medium",4,"reading",0.0209
"1488",496,"Medium",4,"math",0.00977
"1489",497,"Medium",5,"spelling",0.0832
"1490",497,"Medium",5,"reading",0.00413
"1491",497,"Medium",5,"math",-0.0106
"1492",498,"Medium",5,"spelling",0.0832
"1493",498,"Medium",5,"reading",0.0461
"1494",498,"Medium",5,"math",-0.0106
"1495",499,"Medium",5,"spelling",0.0832
"1496",499,"Medium",5,"reading",0.0362
"1497",499,"Medium",5,"math",-0.0106
"1498",500,"Medium",5,"spelling",0.0832
"1499",500,"Medium",5,"reading",0.0209
"1500",500,"Medium",5,"math",-0.0106
"1501",501,"Medium",5,"spelling",0.0832
"1502",501,"Medium",5,"reading",0.00413
"1503",501,"Medium",5,"math",-0.0249
"1504",502,"Medium",5,"spelling",0.0832
"1505",502,"Medium",5,"reading",0.0461
"1506",502,"Medium",5,"math",-0.0249
"1507",503,"Medium",5,"spelling",0.0832
"1508",503,"Medium",5,"reading",0.0362
"1509",503,"Medium",5,"math",-0.0249
"1510",504,"Medium",5,"spelling",0.0832
"1511",504,"Medium",5,"reading",0.0209
"1512",504,"Medium",5,"math",-0.0249
"1513",505,"Medium",5,"spelling",0.0832
"1514",505,"Medium",5,"reading",0.00413
"1515",505,"Medium",5,"math",0.00206
"1516",506,"Medium",5,"spelling",0.0832
"1517",506,"Medium",5,"reading",0.0461
"1518",506,"Medium",5,"math",0.00206
"1519",507,"Medium",5,"spelling",0.0832
"1520",507,"Medium",5,"reading",0.0362
"1521",507,"Medium",5,"math",0.00206
"1522",508,"Medium",5,"spelling",0.0832
"1523",508,"Medium",5,"reading",0.0209
"1524",508,"Medium",5,"math",0.00206
"1525",509,"Medium",5,"spelling",0.0832
"1526",509,"Medium",5,"reading",0.00413
"1527",509,"Medium",5,"math",0.00977
"1528",510,"Medium",5,"spelling",0.0832
"1529",510,"Medium",5,"reading",0.0461
"1530",510,"Medium",5,"math",0.00977
"1531",511,"Medium",5,"spelling",0.0832
"1532",511,"Medium",5,"reading",0.0362
"1533",511,"Medium",5,"math",0.00977
"1534",512,"Medium",5,"spelling",0.0832
"1535",512,"Medium",5,"reading",0.0209
"1536",512,"Medium",5,"math",0.00977
"1537",513,"High",2,"spelling",0.0315
"1538",513,"High",2,"reading",0.0235
"1539",513,"High",2,"math",-0.00397
"1540",514,"High",2,"spelling",0.0315
"1541",514,"High",2,"reading",0.118
"1542",514,"High",2,"math",-0.00397
"1543",515,"High",2,"spelling",0.0315
"1544",515,"High",2,"reading",0.11
"1545",515,"High",2,"math",-0.00397
"1546",516,"High",2,"spelling",0.0315
"1547",516,"High",2,"reading",0.0467
"1548",516,"High",2,"math",-0.00397
"1549",517,"High",2,"spelling",0.0315
"1550",517,"High",2,"reading",0.0235
"1551",517,"High",2,"math",-0.00166
"1552",518,"High",2,"spelling",0.0315
"1553",518,"High",2,"reading",0.118
"1554",518,"High",2,"math",-0.00166
"1555",519,"High",2,"spelling",0.0315
"1556",519,"High",2,"reading",0.11
"1557",519,"High",2,"math",-0.00166
"1558",520,"High",2,"spelling",0.0315
"1559",520,"High",2,"reading",0.0467
"1560",520,"High",2,"math",-0.00166
"1561",521,"High",2,"spelling",0.0315
"1562",521,"High",2,"reading",0.0235
"1563",521,"High",2,"math",0.0061
"1564",522,"High",2,"spelling",0.0315
"1565",522,"High",2,"reading",0.118
"1566",522,"High",2,"math",0.0061
"1567",523,"High",2,"spelling",0.0315
"1568",523,"High",2,"reading",0.11
"1569",523,"High",2,"math",0.0061
"1570",524,"High",2,"spelling",0.0315
"1571",524,"High",2,"reading",0.0467
"1572",524,"High",2,"math",0.0061
"1573",525,"High",2,"spelling",0.0315
"1574",525,"High",2,"reading",0.0235
"1575",525,"High",2,"math",0.0153
"1576",526,"High",2,"spelling",0.0315
"1577",526,"High",2,"reading",0.118
"1578",526,"High",2,"math",0.0153
"1579",527,"High",2,"spelling",0.0315
"1580",527,"High",2,"reading",0.11
"1581",527,"High",2,"math",0.0153
"1582",528,"High",2,"spelling",0.0315
"1583",528,"High",2,"reading",0.0467
"1584",528,"High",2,"math",0.0153
"1585",529,"High",3,"spelling",0.0329
"1586",529,"High",3,"reading",0.0235
"1587",529,"High",3,"math",-0.00397
"1588",530,"High",3,"spelling",0.0329
"1589",530,"High",3,"reading",0.118
"1590",530,"High",3,"math",-0.00397
"1591",531,"High",3,"spelling",0.0329
"1592",531,"High",3,"reading",0.11
"1593",531,"High",3,"math",-0.00397
"1594",532,"High",3,"spelling",0.0329
"1595",532,"High",3,"reading",0.0467
"1596",532,"High",3,"math",-0.00397
"1597",533,"High",3,"spelling",0.0329
"1598",533,"High",3,"reading",0.0235
"1599",533,"High",3,"math",-0.00166
"1600",534,"High",3,"spelling",0.0329
"1601",534,"High",3,"reading",0.118
"1602",534,"High",3,"math",-0.00166
"1603",535,"High",3,"spelling",0.0329
"1604",535,"High",3,"reading",0.11
"1605",535,"High",3,"math",-0.00166
"1606",536,"High",3,"spelling",0.0329
"1607",536,"High",3,"reading",0.0467
"1608",536,"High",3,"math",-0.00166
"1609",537,"High",3,"spelling",0.0329
"1610",537,"High",3,"reading",0.0235
"1611",537,"High",3,"math",0.0061
"1612",538,"High",3,"spelling",0.0329
"1613",538,"High",3,"reading",0.118
"1614",538,"High",3,"math",0.0061
"1615",539,"High",3,"spelling",0.0329
"1616",539,"High",3,"reading",0.11
"1617",539,"High",3,"math",0.0061
"1618",540,"High",3,"spelling",0.0329
"1619",540,"High",3,"reading",0.0467
"1620",540,"High",3,"math",0.0061
"1621",541,"High",3,"spelling",0.0329
"1622",541,"High",3,"reading",0.0235
"1623",541,"High",3,"math",0.0153
"1624",542,"High",3,"spelling",0.0329
"1625",542,"High",3,"reading",0.118
"1626",542,"High",3,"math",0.0153
"1627",543,"High",3,"spelling",0.0329
"1628",543,"High",3,"reading",0.11
"1629",543,"High",3,"math",0.0153
